Running q4 tests

Running test build1.test
Starting training at time 00:23:01.189272 with 16 inputs, 10 outputs, [24] hidden layers, size of training set 1011, and size of test set 1011
Running q4 tests

Running test build1.test
Starting training at time 00:23:09.553681 with 16 inputs, 10 outputs, [24] hidden layers, size of training set 1011, and size of test set 1011
Finished after 56 iterations at time 00:23:13.756188 with training error 0.006794 and weight change 0.000278
result: [0.030554193018763137, 2.3626637466300656e-05, 3.247889535040829e-05, 0.00047196338120619936, 0.0024837125323764024, 0.00027442302522651373, 0.9568195115274928, 0.00024018965755666718, 0.006909265408160403, 0.00036280997270745095]
result: [3.593859185943511e-05, 0.01371500207125484, 0.019223680471430162, 0.0001307631628528623, 0.00021045964493495058, 0.046905253976731134, 0.0013651126013813754, 0.8770914208308855, 0.020730049036580676, 1.710661798062115e-07]
result: [0.005476859619931989, 0.022150907336403167, 0.010625848563177297, 3.9533408500695146e-05, 0.9153820665526871, 0.003522979498906421, 2.918229860388254e-05, 0.0002559948405470017, 0.00018925734453323538, 0.05893595929216786]
result: [1.0245228636546567e-05, 0.8917310874895172, 0.11427515644849198, 0.0007606429062728447, 0.018640477896408717, 0.0050564362297176165, 3.6369094832618304e-05, 0.11696815702938336, 0.001439710082520763, 0.00011236351229676528]
result: [0.00012182920638705757, 0.016702282833754332, 0.038272334268714306, 0.00023943610242179128, 0.0016514402495652286, 0.0327108579986175, 0.00036805346860292764, 0.8055023851054356, 0.006979671643980237, 8.670507682627731e-07]
result: [0.0018867585499744062, 0.011952522360044982, 0.0002841769620790368, 0.035268320584769884, 0.0512062299946233, 0.0007744902963680093, 0.0009588129501035879, 1.8576104602135354e-05, 0.0037964004119454644, 0.9022995972212505]
result: [5.90548539576358e-05, 0.04554615091771336, 0.00020115677639743552, 0.08338013135609203, 0.0006386865457183034, 0.0005828640298737573, 0.0010612501646147612, 7.122622647153814e-05, 0.05690756575764001, 0.3803793601436934]
result: [2.3300792676740347e-06, 0.3403441262444362, 0.5355405463106087, 0.0002724916723851519, 0.001885753421001849, 0.005074639852204323, 0.00038551910763556004, 0.006591826365606317, 0.013803705944704864, 0.00015395346654559504]
result: [2.1052111921665245e-05, 0.014513488512655196, 0.009544613217414406, 0.8936734968863016, 0.0020838640043914836, 0.0004123763593198417, 0.0028320756135679697, 0.014487429497876809, 0.0035802965544010417, 0.022013886339045746]
result: [4.9805271287544534e-05, 0.021206890039374593, 0.001574117584182915, 0.0001208284908529135, 0.0035078621698938013, 0.003868548122899375, 0.054186865963375644, 3.882381237415716e-05, 0.04904999839404773, 0.01241954495999163]
result: [2.745700799089874e-05, 0.029303062639855656, 0.0013505010010534833, 0.0008060066217694817, 0.0012468620172160366, 0.0026854825036849886, 0.05879404183359296, 8.40905959134228e-05, 0.05067268849149867, 0.008691863653526087]
result: [0.00016722904465398092, 0.06656947746220812, 0.0004723746048545803, 0.946312546451455, 0.0002890343251226598, 0.0002520052400806475, 0.0015845565533830664, 0.05447899582685277, 0.02747952735372278, 0.011282447300099217]
result: [0.001270896035002074, 0.017536872839770373, 0.003210187697584706, 0.001651058400996547, 0.000991340106655993, 0.010566208901768315, 0.0002234589225383543, 0.9243286449343616, 0.04336084781847038, 3.6436995990725965e-06]
result: [4.10719306833256e-05, 0.03014900167708636, 0.1211185450939334, 0.0006375868570837645, 0.00257124955982278, 0.01452523984350399, 0.000753220418437593, 0.9148023166065599, 0.0018114820558626833, 1.8144277394477498e-07]
